_id,名称,产国,大类,类型
1820,索墨斯级驱逐舰/Somers,美国,舰船舰艇,驱逐舰
1821,考德威尔级/Caldwell,美国,舰船舰艇,驱逐舰
1822,桑普森级驱逐舰/Tucker,美国,舰船舰艇,驱逐舰
1823,埃德索尔级/Edsal驱逐舰,美国,舰船舰艇,驱逐舰
1824,克莱姆森级驱逐舰/Clemson ,美国,舰船舰艇,驱逐舰
1825,马汉级驱逐舰/Mahan,美国,舰船舰艇,驱逐舰
1826,波特级驱逐舰/Porter,美国,舰船舰艇,驱逐舰
1827,睦月级/Mutsuki 驱逐舰,日本,舰船舰艇,驱逐舰
1828,拉德罗级/Rudderow ,美国,舰船舰艇,驱逐舰
1829,格立夫斯级/Gleaves 驱逐舰,美国,舰船舰艇,驱逐舰
1830,晓级/Akatsuki 驱逐舰,日本,舰船舰艇,驱逐舰
1831,夕云级/Yugumo 驱逐舰,日本,舰船舰艇,驱逐舰
1832,岛风级/Shimakaze 驱逐舰,日本,舰船舰艇,驱逐舰
1833,秋月级/Akizuki,日本,舰船舰艇,驱逐舰
1834,西姆斯级/Sims,美国,舰船舰艇,驱逐舰
1835,峰风级/Minekaze驱逐舰,日本,舰船舰艇,驱逐舰
1836,吹雪级/Fubuki 驱逐舰,日本,舰船舰艇,驱逐舰
1837,阳炎级/Kagero 驱逐舰,日本,舰船舰艇,驱逐舰
1838,白露级/Shiratsuyu驱逐舰,日本,舰船舰艇,驱逐舰
1839,朝潮级/Asashio 驱逐舰,日本,舰船舰艇,驱逐舰
1840,Z级驱逐舰,德国,舰船舰艇,驱逐舰
1841,DDG1000朱姆沃尔特驱逐舰,美国,舰船舰艇,驱逐舰
1842,鹰级/Aigle/埃格利,法国,舰船舰艇,驱逐舰
1843,兵器级驱逐舰/Weapon,英国,舰船舰艇,驱逐舰
1844,神风级/Kamikaze,日本,舰船舰艇,驱逐舰
1845,部族级驱逐舰/Tribal,英国,舰船舰艇,驱逐舰
1846,V/W级驱逐舰,英国,舰船舰艇,驱逐舰
1847,“大刀”(Broadsword，22型Batch 1）级导弹护卫舰,英国,舰船舰艇,护卫舰
1848,“索尔兹伯里”(Salisbury）级 (61型）通用护卫舰,英国,舰船舰艇,护卫舰
1849,独立号濒海战斗舰(LCS-2)战斗舰,美国,舰船舰艇,护卫舰
1850,056型护卫舰,中国,舰船舰艇,护卫舰
1851,成功级护卫舰,中国,舰船舰艇,护卫舰
1852,“尼泰罗伊”(Niteroi）级护卫舰,英国,舰船舰艇,护卫舰
1853,“豹”(Leopard）级(41型）通用护卫舰,英国,舰船舰艇,护卫舰
1854,“艾斯波拉”级导弹护卫舰,德国,舰船舰艇,护卫舰
1855,054A型导弹护卫舰,中国,舰船舰艇,护卫舰
1856,“维林根”（Wielingen）级（E-71型）护卫舰,比利时,舰船舰艇,护卫舰
1857,“佩里”(Oliver Hazard Perry)级导弹护卫舰,美国,舰船舰艇,护卫舰
1858,“帕拉”(Pará）级(原美国“加西亚”级）通用护卫舰,美国,舰船舰艇,护卫舰
1859,“卡雷尔•多尔曼”（Karel Doorman）级导弹护卫舰,荷兰,舰船舰艇,护卫舰
1860,“哈利法克斯”（Halifax）级直升机护卫舰／导弹护卫舰,加拿大,舰船舰艇,护卫舰
1861,“江湖”级(053HT型）导弹护卫舰,中国,舰船舰艇,护卫舰
1862,“江卫”Ⅰ／II级(053／053H2G型）导弹护卫舰,中国,舰船舰艇,护卫舰
1863,“诺克斯”级护卫舰,美国,舰船舰艇,护卫舰
1864,“侦察”级导弹护卫舰,西班牙,舰船舰艇,护卫舰
1865,“尼尔斯·尤尔”（Niels Juel）级导弹护卫舰,丹麦,舰船舰艇,护卫舰
1866,“帕迪拉海军上将”级(FS1500型，FL）／“卡斯图里”级轻型导弹护卫舰,德国,舰船舰艇,护卫舰
1867,“雅克布•范•希姆斯柯克”（Jacob van Heernskerck）级导弹护卫舰,荷兰,舰船舰艇,护卫舰
1868,“利安德”级导弹护卫舰,英国,舰船舰艇,护卫舰
1869,“江湖”I／Ⅱ级(053）导弹护卫舰,中国,舰船舰艇,护卫舰
1870,“江凯”级（054型）护卫舰,中国,舰船舰艇,护卫舰
1871,多任务护卫舰(法国、意大利),法国,舰船舰艇,护卫舰
1872,“泰提斯”（Thetis）级通用护卫舰,丹麦,舰船舰艇,护卫舰
1873,“萨克森”(sachsen)级(124型)导弹护卫舰,德国,舰船舰艇,护卫舰
1874,“文莱”(Bnnei)级导弹轻型护卫舰,英国,舰船舰艇,护卫舰
1875,“布兰登堡”(Brandenburg）级(F123型)导弹护卫舰,德国,舰船舰艇,护卫舰
1876,“戈达瓦里”级导弹护卫舰,印度,舰船舰艇,护卫舰
1877,“白熊”级改进型通用护卫舰,丹麦,舰船舰艇,护卫舰
1878,“波克”I/II级轻型导弹护卫舰,苏/俄,舰船舰艇,护卫舰
1879,“花月”(Floréal）级导弹护卫舰,法国,舰船舰艇,护卫舰
1880,“拉斐特”级导弹护卫舰,法国,舰船舰艇,护卫舰
1881,“德泽文普洛文辛”级导弹驱逐舰,荷兰,舰船舰艇,护卫舰
1882,“科顿艾尔”(Kontenaer)级导弹护卫舰,荷兰,舰船舰艇,护卫舰
1883,“杰贝尔·切诺阿”级轻型导弹护卫舰,苏/俄,舰船舰艇,护卫舰
1884,“基•哈加•德旺塔拉” 级导弹护卫舰,前南斯拉夫,舰船舰艇,护卫舰
1885,“毒蜘蛛”I/II/III级轻型导弹护卫舰,苏/俄,舰船舰艇,护卫舰
1886,“纳努契卡”级导弹护卫舰,苏/俄,舰船舰艇,护卫舰
1887,“法塔希拉”（Fatahillah）级导弹护卫舰,荷兰,舰船舰艇,护卫舰
1888,“伊哈乌玛”级轻型导弹护卫舰,巴西,舰船舰艇,护卫舰
1889,“什瓦利克”（Shivalik）级（17工程）护卫舰,印度,舰船舰艇,护卫舰
1890,“麦纳麦”／“胜利”／“默里·吉布”级轻型导弹护卫舰,德国,舰船舰艇,护卫舰
1891,“巴罗索”级导弹护卫舰,巴西,舰船舰艇,护卫舰
1892,“范·斯佩克”(Vanspeijk)级导弹护卫舰,荷兰,舰船舰艇,护卫舰
1893,“塔尔瓦”(Talwar)级(1235.6／17工程)导弹护卫舰,印度,舰船舰艇,护卫舰
1894,“罗津”级导弹护卫舰,朝鲜,舰船舰艇,护卫舰
1895,“弗里德约夫·南森”（Fridtjof Nansen）级（SMP 6088工程）导弹护卫舰,西班牙,舰船舰艇,护卫舰
1896,“狼”（Lupo）级导弹护卫舰,意大利,舰船舰艇,护卫舰
1897,莱丘”（Lekiu）级导弹护卫舰,英国,舰船舰艇,护卫舰
1898,“帕契姆”级反潜护卫舰,德国,舰船舰艇,护卫舰
1899, “蔚山” (UlSan)级导弹护卫舰,韩国,舰船舰艇,护卫舰
1900,“西北风”级导弹护卫舰,意大利,舰船舰艇,护卫舰
1901,“女将”(Amazon）导弹护卫舰通用护卫舰,英国,舰船舰艇,护卫舰
1902,“奥斯陆”级导弹护卫舰,挪威,舰船舰艇,护卫舰
1903,“布朗斯坦”(Bronstin)级通用护卫舰,美国,舰船舰艇,护卫舰
1904,“克劳德•琼斯”级导弹护卫舰,美国,舰船舰艇,护卫舰
1905,“阿武隈”级导弹护卫舰,日本,舰船舰艇,护卫舰
1906,“阿尔万德”(Alvand)级导弹护卫舰,英国,舰船舰艇,护卫舰
1907,“华欣”(Hua Hin)级轻型护卫舰,泰国,舰船舰艇,护卫舰
1908,“石狩”／“夕张”级导弹护卫舰,日本,舰船舰艇,护卫舰
1909,“克里瓦克”（Krivak）I／II／III级 导弹护卫舰,苏/俄,舰船舰艇,护卫舰
1910,巴蒂斯塔·德·安德拉德/胡阿·孔蒂尼奥”(Baptista deAndrade／JoaoCoutinho)级护卫舰,西班牙,舰船舰艇,护卫舰
1911,“卡农”（cannon）级通用护卫舰,美国,舰船舰艇,护卫舰
1912,“格里莎”Ⅱ/Ⅲ/V级护卫舰,苏/俄,舰船舰艇,护卫舰
1913,“马拉塞斯蒂”(Marasesti)  级导弹护卫舰,罗马尼亚,舰船舰艇,护卫舰
1914,“科尼”(Koni)I／II／III级（1159型)通用护卫舰,苏/俄,舰船舰艇,护卫舰
1915,“无畏”(Neustrashimy)级(“鹞”，1154型)导弹护卫舰,苏/俄,舰船舰艇,护卫舰
